"name","sequenceid","observationid","latitude","longitude","phase","incidence","emission","distance","lineres","sampres","scposx","scposy","scposz","sunposx","sunposy","sunposz","ettime","starttime","exposureduration","spectrum"
"V1560456861_1.ir_rc20final.cub","S31","VIMS_046TI_HIGHRES901_PRIME",-4.0592310382497,128.90000401741,19.553628675075,29.229187870707,24.83857373681,41272.345856067,73562.603763312,19720.669877666,-35524.334330819,20550.661418083,4370.1851327259,-1244210569.8881,518800092.54163,-283802438.22523,235035807.8635,"2007-06-13 19:40:09.398","80","{0.0589767,0.0884316,0.130538,0.167619,0.118082,0.0735579,0.0581977,0.054849,0.0621541,0.0849362,0.121311,0.149458,0.143145,0.0775029,0.045199,0.0292229,0.0232021,0.0206086,0.0272726,0.0381074,0.0531538,0.0535536,0.0712013,0.0908784,0.124317,0.0889883,0.0414632,0.029939,0.0232919,0.0189696,0.0173418,0.0160762,0.0186707,0.0228123,0.0266947,0.0292704,0.0319292,0.0391379,0.0432976,0.0540858,0.0598362,0.0590361,0.0732018,0.0734658,0.0555127,0.0471252,0.0247285,0.0153657,0.0152877,0.0128325,0.0108291,0.00942454,0.0140966,0.0126404,0.0106591,0.0118307,0.0145376,0.016701,0.014741,0.0171381,0.0212574,0.0239379,0.0209743,0.0186889,0.019093,0.021008,0.0255916,0.044728,0.0565425,0.0602982,0.0590401,0.0515748,0.0440952,0.0354944,0.0277453,0.0232721,0.018208,0.0139412,0.010151,0.0100448,0.00738882,0.00627951,0.00655519,0.00550527,0.00528628,0.0036988,0.00374701,0.00412779,0.00417065,0.00423634,0.00414694,0.0045913,0.00662815,0.00592465,0.00600301,0.00677656,0.00886469,0.00959777,0.00913972,0.00899592,0.0082259,0.00716294,0.00718393,0.00666004,0.00679536,0.00882695,0.00982313,0.012009,0.0139014,0.016723,0.0191077,0.0168148,0.0145693,0.0153567,0.0181278,0.0226406,0.0195458,0.0132283,0.0114046,0.00998655,0.0106125,0.0102024,0.0115423,0.0124931,0.0110033,0.00903483,0.00788529,0.00749086,0.00777319,0.00680007,0.00880024,0.00809423,0.00795996,0.00707655,0.00567214,0.00616659,0.00591204,0.00590646,0.0051709,0.00448054,0.00403899,0.00293805,0.000179119,0.00279551,0.00397464,0.00119854,0.0037729,0.00570726,0.00493803,0.00328475,0.00406128,0.00550765,0.00426104,0.000362262,0.00181392,0.0027777,0.00181172,0.00201208,0.00457526,0.0029177,0.00183583,0.00186083,0.00281978,0.00160315,0.00482345,0.00283666,0.0024147,0.00420706,0.00266636,0.00434236,0.00516348,0.00512721,0.00401651,0.00367039,0.00390374,0.00194453,0.00413214,0.00194721,0.00195652,0.00689615,-0.00124242,0.00248081,0.00602906,0.00746558,0.00526939,0.00682411,0.00559538,0.00517317,0.00575986,0.00632201,0.00485995,0.0043289,0.00131843,0.00422593,0.00317211,0.00451131,0.00430387,0.00634581,0.00666066,0.00633426,0.00509123,0.00244118,0.00216087,0.00144177,0.00311891,0.00488727,0.00513248,0.00334034,0.00564658,0.00786293,0.00680333,0.00714538,0.0169497,0.00741919,0.00177269,0.00162091,0.00347055,0.00670875,0.0058506,0.00796173,0.00462495,0.00717086,0.00416464,0.00588754,0.00952701,0.00972422,0.014975,0.0165199,0.0070136,0.0106168,0.00713721,0.0108516,0.00980992,0.00669388,0.0075907,0.0117489,0.00553618,0.00479451,0.010375,0.00602576,0.0116477,0.0245346,0.010789,0.0271813,0.0247246,0.0218937,0.0236014,0.027845,0.0231627,0.0266734,0.0299487,0.0213537,0.0105539,0.00810849,0.0180442,0.0230614}"
"V1560456861_1.ir_rc20final.cub","S31","VIMS_046TI_HIGHRES901_PRIME",-3.6225149688942,128.85719397701,19.525373677334,29.401837849358,24.682808139091,41272.820360123,73360.26875416,19694.461749641,-35524.740280904,20550.911159964,4370.1920951592,-1244210377.7335,518800554.1524,-283802437.91233,235035807.94488,"2007-06-13 19:40:09.398","80","{0.0592342,0.0872927,0.130851,0.165938,0.117845,0.073408,0.0582979,0.0541267,0.0618206,0.0839439,0.121031,0.148057,0.141999,0.0773088,0.0459059,0.0293613,0.0229325,0.0207627,0.0278679,0.0382319,0.0527699,0.0531641,0.0714653,0.0898637,0.123683,0.0889718,0.0416115,0.0298434,0.0226313,0.0180141,0.017284,0.0160218,0.018961,0.0230979,0.0258728,0.029526,0.0318093,0.0389879,0.0435416,0.0530267,0.0591543,0.0573984,0.0738787,0.0711847,0.0547429,0.0456266,0.0246247,0.0144566,0.0152234,0.0121363,0.0107835,0.00938476,0.0128103,0.0125866,0.0106135,0.0111245,0.0144752,0.0172938,0.0153632,0.0170659,0.0211683,0.02315,0.0208869,0.0179627,0.0197069,0.0209223,0.0262549,0.0423023,0.0563215,0.0580398,0.0588191,0.0521059,0.0431814,0.0346172,0.0276524,0.0231965,0.0188599,0.0131631,0.00932948,0.0100162,0.00736853,0.0077778,0.00653857,0.00404644,0.00454145,0.00293114,0.00373925,0.00331216,0.00416331,0.00343543,0.00336665,0.00381593,0.00585379,0.00433549,0.00599819,0.00677223,0.00886042,0.00872423,0.00913763,0.00899474,0.00734279,0.00716316,0.0071849,0.00580433,0.00679777,0.00800381,0.00982878,0.0120173,0.0130684,0.0150117,0.0200145,0.0168341,0.0145878,0.0144895,0.0181558,0.0218168,0.0195815,0.012421,0.0105795,0.010009,0.00974632,0.00932045,0.0115718,0.0115842,0.0119938,0.00808136,0.00790736,0.00563841,0.00779554,0.00681987,0.00882626,0.00811847,0.00798399,0.00709815,0.00687333,0.00497042,0.00593095,0.00592563,0.00400347,0.00332351,0.00405248,0.00174663,0.00141347,0.00280546,0.003989,-9.73556e-05,0.00378689,0.00441584,0.00624918,0.00329728,0.00407688,0.00426692,0.00427766,0.00166638,0.00314336,0.00278874,0.000472144,0.000660484,0.00320452,0.00292942,0.00184322,0.000357418,0.00128597,-0.00154274,0.00324995,0.00123137,0.00242456,0.00250573,0.00446248,0.00250965,0.00518458,0.00327305,0.00403303,0.00368554,0.00203706,0.00195262,0.0041494,0.00390958,0.00393673,0.00354007,-0.00124763,-0.00126975,0.00605485,0.00281295,0.0029039,0.00203834,0.00315663,0.000174337,0.00324561,0.00380188,0.00488069,0.00434735,0.00660836,0.00424391,0.00856942,0.00453051,0.0043222,0.00637287,0.00385838,0.000644795,0.00511304,0.00245167,-0.000829945,0.00450155,0.00313234,0.00172807,0.00184395,0.00335491,0.00567129,0.000790578,-0.000383515,-0.000199737,0.0131936,-0.00433923,0.00574643,0.00162802,0.00348579,-0.0016311,0.00587621,0.00361712,0.00464515,0.00261477,0.00891049,-0.00378273,0.00956695,-0.000426228,0.00465809,0.00595655,0.00704131,0.0053093,0.00176925,0.00546919,0.00984593,0.00127434,0.00761742,0.0117894,0.00555487,0.0103934,0.0161284,0.00604489,0.0175077,0.00668695,0.0169201,0.0210802,0.024796,0.0219557,0.023667,0.0209825,0.0232246,0.0267432,0.0300253,0.0214072,0.019192,-0.00103139,0.00814894,0.0124559}"
"V1560456861_1.ir_rc20final.cub","S31","VIMS_046TI_HIGHRES901_PRIME",-3.1865105136338,128.81290468292,19.497118909546,29.580711038325,24.536239203845,41273.294864371,73159.933067284,19670.014960936,-35525.146230937,20551.160902219,4370.1990575908,-1244210185.5788,518801015.76327,-283802437.59943,235035808.02626,"2007-06-13 19:40:09.398","80","{0.0595058,0.0874675,0.129776,0.165115,0.117877,0.0739822,0.0590735,0.0550359,0.0619012,0.0845795,0.120177,0.147746,0.141094,0.0773326,0.045389,0.0292913,0.0230825,0.0207109,0.027797,0.0381327,0.0533171,0.0534845,0.0712719,0.0896169,0.121573,0.0871641,0.0414921,0.0297565,0.0225644,0.0185538,0.0172313,0.0163062,0.0185474,0.0233879,0.0268721,0.0294257,0.031328,0.0396415,0.0433837,0.0536725,0.0589331,0.056717,0.0721368,0.0709092,0.0550659,0.0454476,0.0245278,0.0152408,0.0151633,0.0127281,0.0107408,0.00934751,0.0127593,0.0125362,0.0105707,0.0110794,0.0144166,0.0165625,0.0153016,0.0162903,0.0218196,0.0237436,0.0208046,0.0178923,0.0196302,0.0208416,0.0253911,0.0428894,0.054716,0.0571559,0.0565557,0.050492,0.0430363,0.0337521,0.0268307,0.0224093,0.0188041,0.0131254,0.010093,0.00998937,0.00656839,0.00624742,0.00652308,0.00403729,0.00453169,0.00292518,0.00373209,0.00330631,0.00496665,0.00343043,0.00413562,0.00458025,0.0050819,0.00591409,0.00517891,0.00592696,0.00885743,0.00872249,0.00827061,0.00724829,0.0091089,0.00716439,0.00631269,0.00580656,0.00680114,0.00800867,0.0114886,0.0120272,0.0139257,0.0150276,0.0182617,0.0150659,0.0146086,0.014512,0.0181866,0.0218569,0.0196204,0.0124475,0.0106036,0.00916304,0.0106644,0.00934495,0.00975245,0.0106722,0.0101016,0.00810508,0.00934855,0.00565535,0.00781925,0.00684086,0.0077775,0.00705662,0.00800939,0.0059788,0.00689563,0.00620628,0.00595088,0.00473382,0.0063943,0.00451093,0.00406666,0.00295866,0.00141863,0.00281589,0.00400405,-9.77276e-05,0.00380154,0.00575105,0.00497622,0.00203493,0.00409318,0.00428411,0.00300398,0.0029812,0.00315627,0.00146536,0.000474097,0.0020285,0.00321784,8.38282e-05,0.00332505,0.000358914,0.00284308,0.00161643,-0.00153589,-0.000387115,0.000761538,0.000790479,0.00448134,0.00252023,0.00520648,0.00328691,0.00405016,0.00370125,0.00204577,0.001961,0.00416728,0.00196373,0.0019731,0.0035553,0.0195503,0.00250228,0.00136494,0.0028254,0.0053154,0.00446553,0.00811783,0.000175109,0.00325996,0.00381868,0.00232275,0.0017345,0.00398368,0.00159853,0.00319964,0.00455048,0.0071039,0.00640102,0.00387545,0.00351857,0.00807617,-0.000512818,0.00217983,0.00145444,0.00314634,0.00493038,0.00517797,0.00337013,0.0056971,0.000794186,0.00686437,0.00350435,0.0132536,0.00353742,0.00178858,0.00569617,0.00768938,0.00256512,0.00162051,0.0036335,0.00919883,0.00723468,0.00420118,0.0108075,0.0145997,0.00468914,0.00988878,0.0113184,0.00707016,-3.95995e-05,0.00719277,0.00549043,0.00988341,0.00127909,0.0132013,0.00630497,0.011051,0.0104291,0.0104436,0.00606478,0.00587898,0.0127012,0.0230905,0.0211447,0.0185256,0.0220204,0.0304421,0.014084,0.0232893,0.0194261,0.0301057,0.00523101,0.0278757,0.00814843,0.0280935,0.00180164}"
"V1560456861_1.ir_rc20final.cub","S31","VIMS_046TI_HIGHRES901_PRIME",-2.751184025226,128.7671349378,19.468864373887,29.765683464844,24.398986321845,41273.769368636,72961.540548485,19647.311562001,-35525.552180769,20551.410644757,4370.2060200181,-1244209993.4238,518801477.37407,-283802437.28653,235035808.10764,"2007-06-13 19:40:09.398","80","{0.0575717,0.0870214,0.128737,0.164874,0.117465,0.0741049,0.0585431,0.0547476,0.0619978,0.0842358,0.119965,0.147267,0.140827,0.077573,0.0450914,0.0294445,0.0230324,0.020665,0.0277339,0.038277,0.0529634,0.0533566,0.0710989,0.0896412,0.121772,0.0874597,0.0416623,0.0299684,0.0227952,0.0185035,0.0168751,0.0162603,0.0184939,0.0236824,0.0260694,0.0289732,0.0319667,0.0391167,0.0440585,0.0539085,0.0578513,0.0569808,0.0713957,0.0706539,0.0543312,0.0452814,0.0244377,0.0151847,0.0157278,0.0120438,0.0107011,0.00931279,0.0133202,0.0124891,0.0105307,0.0110372,0.0137092,0.0164997,0.0152439,0.0169343,0.0217383,0.0229727,0.0200849,0.0184701,0.0195581,0.0215004,0.0252996,0.0427369,0.0552209,0.0569605,0.0563669,0.0503278,0.0413961,0.0351486,0.0267512,0.022345,0.0180467,0.0138217,0.00927953,0.00996444,0.00733192,0.00774071,0.00650873,0.00402883,0.00379308,0.00367632,0.00293623,0.00330098,0.00334168,0.00421791,0.00413089,0.00457575,0.0050777,0.00432903,0.00599119,0.00676655,0.0079993,0.00872204,0.0100038,0.00812288,0.00822809,0.00716666,0.00631533,0.00580962,0.00680549,0.00801467,0.0106714,0.012039,0.013095,0.0150457,0.0182858,0.0159839,0.0146315,0.0145367,0.0173423,0.0210351,0.01883,0.0133132,0.0097762,0.0100589,0.00890136,0.00937109,0.00978066,0.010704,0.0110989,0.00813025,0.00653352,0.003788,0.00651599,0.00791659,0.00888292,0.0081712,0.00803619,0.00714501,0.00572754,0.00622773,0.00473793,0.00596701,0.00403176,0.00452728,0.00289216,0.00296972,0.000181089,0.00409825,0.00272024,-9.81166e-05,0.00381685,0.00577445,0.0049966,0.00332405,0.00283551,0.00302959,0.00301663,0.00299383,0.00183636,0.00147163,0.000476132,0.000666075,0.0032317,0.00438939,0.00185892,0.00188429,0.00129697,0.00162346,0.00167105,0.0028727,0.000764862,0.0025274,0.00270032,0.00439751,0.00335947,0.00330128,0.00219064,-6.88279e-05,0.00395406,0.00390594,0.00223213,0.00197243,0.00198185,0.00357108,-0.00125865,0.00251361,0.00137117,0.00520173,0.00293009,0.00205673,0.0031851,0.00524218,0.00327485,0.00383611,0.00233334,0.00438644,-0.00132996,0.00160581,0.00321421,0.00457123,0.00436109,0.00643028,0.00389319,0.0035347,0.00220539,0.00546307,0.0021899,-0.00162022,0.00316091,0.00495331,0.00186092,2.75763e-05,0.00226613,0.00438452,-0.000387091,0.00352091,0.0133161,0.00355413,0.00179704,0.00164319,0.00351825,-0.00164624,0.00162815,0.00365057,0.000134196,0.0072686,-0.000550382,0.00596565,0.00463824,0.00470999,0.00469833,0.00600723,0.00174663,0.0107457,0.00178353,0.00551252,0.00445007,0.00676906,0.0188284,0.0118753,9.79852e-05,0.0104661,0.0104799,0.00608542,0.00589856,0.0127429,0.023165,0.0212117,0.0185833,0.0220877,0.0238069,0.0211044,0.0233569,0.0268925,0.0224301,0.0215221,0.0192931,-0.00103672,0.0181782,0.0125176}"
"V1560456861_1.ir_rc20final.cub","S31","VIMS_046TI_HIGHRES901_PRIME",-2.3165022904514,128.71988266879,19.440610072548,29.956632868652,24.271164395568,41274.243872746,72765.037221381,19626.335294775,-35525.958130251,20551.660387488,4370.2129824385,-1244209801.2688,518801938.98462,-283802436.97363,235035808.18902,"2007-06-13 19:40:09.398","80","{0.059353,0.0875618,0.129153,0.16414,0.116849,0.0740128,0.0582493,0.0548771,0.0617155,0.0843148,0.119785,0.145996,0.1404,0.0772459,0.0454209,0.0296049,0.0229887,0.0208345,0.0279011,0.0386632,0.0533089,0.0534742,0.0714195,0.0896903,0.120498,0.087004,0.0412897,0.0301876,0.0224506,0.0187539,0.0171412,0.0165515,0.0187975,0.0236192,0.026717,0.0296107,0.0318736,0.0389995,0.0435146,0.0533213,0.0581044,0.057258,0.0711615,0.0704187,0.0541486,0.045128,0.0243545,0.0151328,0.015674,0.0132728,0.0106643,0.00989087,0.0132739,0.013048,0.0104936,0.0109979,0.0143105,0.0170978,0.0158672,0.01828,0.0216626,0.0242529,0.0206551,0.0184061,0.0194906,0.0221591,0.025214,0.0418528,0.0550397,0.0567777,0.0555098,0.0508868,0.0420234,0.0343002,0.0274072,0.0222852,0.018,0.0137873,0.00925722,0.0107201,0.00653807,0.00847647,0.00576776,0.00617572,0.00378618,0.00367004,0.00293153,0.00409998,0.00414513,0.00421306,0.0041268,0.00457195,0.00507426,0.00590703,0.00598903,0.00676522,0.00799899,0.00959299,0.0091394,0.00899909,0.00911449,0.00805644,0.00631889,0.00581352,0.00596401,0.00885095,0.00985416,0.0120525,0.0131112,0.015066,0.0192032,0.0160093,0.0137525,0.0154571,0.017377,0.0219475,0.0188734,0.0125067,0.0106572,0.010961,0.00982529,0.0093989,0.00981064,0.0116883,0.0111348,0.00914454,0.00798203,0.00569227,0.00653802,0.00582936,0.00783004,0.00819974,0.00695063,0.00717031,0.00574799,0.00625026,0.00599384,0.00476842,0.00644155,0.00454442,0.0029032,0.0041963,0.000181808,0.0041148,0.00534111,0.00121736,0.00383283,0.00712778,0.00501787,0.0046245,0.00284774,0.00432071,0.00433193,0.00432631,0.00184447,0.00282467,0.000478247,0.00204629,0.00183901,0.00585046,0.000380107,0.000362083,0.00130279,0.00163076,0.00167857,0.00288564,0.00245645,0.00428016,0.0045212,0.00254258,0.00337459,0.00331617,0.00408631,0.00373438,0.00206415,0.00392377,0.00224235,0.00396182,0.00598769,0.00701752,-0.00126445,0.00633775,0.00137761,0.00285168,0.00536486,0.00450709,0.00070348,0.00526692,0.00843793,0.00385419,0.0049478,0.00706358,0.00402067,0.00699098,0.00595822,0.0073386,0.00438167,0.00646068,0.00391163,0.00355146,0.00518387,0.00248575,0.00524224,0.00456431,0.00317607,0.00497717,0.00522739,0.0067773,0.00227724,0.00801032,0.00327092,0.00353819,0.00949657,-0.00440106,0.00180585,0.00985119,0.00776365,0.00258982,0.00595967,0.00810972,0.00471095,0.0119561,0.00903458,0.00599385,0.0046599,0.00989531,0.00471968,0.0060341,0.00175431,0.0107922,0.0072529,0.016513,0.00996289,0.0123031,0.024501,0.0119207,0.00561549,0.0105045,0.00473794,0.0118629,0.011801,0.0188192,0.0170843,0.0275214,0.0122582,0.0155909,0.0171335,0.0211693,0.00898164,0.012106,0.0147131,0.0297453,0.0193472,0.0358886,0.0182274,0.0125509}"
"V1560463085_1.ir_rc20final.cub","S31","VIMS_046TI_FIRNADMAP901",-10.814747852117,129.2894068254,17.314396745412,25.972616096948,24.775895534096,76980.930344876,42051.715172586,19535.219916617,-65507.702420017,40136.382641403,4886.2407713921,-1229280279.6623,553304000.95992,-283778909.26482,235041927.01535,"2007-06-13 21:23:53.425","480","{0.058557,0.0884368,0.133187,0.161836,0.12009,0.0738701,0.0579028,0.0535753,0.0611773,0.0845125,0.12187,0.125426,0.116541,0.0776869,0.0450186,0.0287476,0.0225112,0.0199992,0.0269352,0.0373928,0.0526512,0.0532433,-7.32753e-17,0.0898063,0.120118,0.0879788,0.0413784,0.0293523,0.0222581,0.0183431,0.0166453,0.0159159,0.018323,0.0232671,0.0261758,0.0293966,0.0320056,0.0394718,0.0445362,0.0547245,0.0597081,0.0588403,0.0732471,0.072696,0.056122,0.0476353,0.0298194,0.0151175,0.0150052,0.0125059,0.0101487,0.00993868,0.0132982,0.0124616,0.0108351,0.0113019,0.0147732,0.017196,0.0159512,0.0176988,0.0225477,0.0238952,0.0208487,0.0188057,0.0197317,0.0216352,0.0260209,0.0421744,0.0568514,0.0596789,0.0584849,0.0498855,0.0440206,0.0354869,0.0282775,0.0230447,0.0189515,0.0141683,0.0102682,0.0102075,0.00752115,0.00805777,0.00629049,0.00493615,0.00453949,0.00374224,0.00365046,0.00382379,0.00408125,0.00357403,0.0038785,0.00437673,0.00540117,0.00540779,0.00605738,0.00729039,0.00888634,0.00948105,0.0097296,0.00849595,0.0084768,0.00735886,0.00518912,0.00599365,0.00674433,0.00888364,0.0109326,0.0120482,0.0143928,0.0162351,0.01934,0.0176902,0.0152866,0.0151092,0.0182037,0.0225594,0.0205726,0.0130564,0.0109646,0.0108206,0.0100441,0.00991853,0.010708,0.0119109,0.0111865,0.009332,0.00825453,0.00659566,0.00741876,0.0075157,0.00867488,0.00822242,0.00799584,0.00720692,0.00711962,0.00638811,0.00581685,0.00499357,0.00467141,0.00403067,0.00388705,0.00309771,0.00249462,0.00309258,0.00432325,0.00413955,0.00346294,0.00961684,0.00529574,0.000682227,0.00412152,0.00397717,0.00375754,0.00321173,0.00259547,0.00210261,0.00143009,0.00168231,0.00259904,0.00242402,0.00261945,0.00247225,0.00294364,0.00286829,0.00319351,0.00250156,0.00295208,0.00290122,0.00374856,0.0037652,0.0036914,0.00323163,0.00369811,0.00361123,0.00300168,0.00317767,0.00328264,0.0033444,-0.00243597,0.00302101,0.000825835,0.0015285,0.0032756,0.00373117,0.00461902,0.00445832,0.00406057,0.00418938,0.00407701,0.00398672,0.00642895,0.00414948,0.00402296,0.00318713,0.00410015,0.00336097,0.00523483,0.00462569,0.00351486,0.00337514,0.0038091,0.00272708,0.00234316,0.00274729,0.00350047,0.00356696,0.00364842,0.00312772,0.00342342,0.00113798,0.00337887,0.00337996,0.00541142,0.00304306,0.00559179,0.00376556,0.00462092,0.0028944,0.00446198,0.005182,0.00782462,0.0122784,0.0070702,0.00351747,0.00877188,0.00478055,0.00649341,0.00694979,0.00672317,0.00634465,0.00964704,0.00704765,0.00788793,0.00810546,-1.55628e-15,0.00838279,0.0078815,0.00536327,0.00648411,0.00917773,0.0121462,0.0163308,0.0212011,0.022178,0.0221705,0.0192177,0.0206176,0.0205768,0.0189051,0.0149555,0.0201946,0.0193368,0.0174381,0.019572,0.0152,0.01086}"
"V1560463260_1.ir_rc20final.cub","S31","VIMS_046TI_FIRNADMAP901",-8.9734392133473,128.14699389352,17.204418354546,27.264322900368,24.627872403003,77976.595225763,42749.99307658,19661.564945938,-66328.103778492,40705.249599466,4900.4803027202,-1228850518.1132,554259402.66332,-283778253.60785,235042097.52071,"2007-06-13 21:26:47.62","480","{0.0607909,0.0907474,0.135721,0.162833,0.122633,0.0757366,0.0594475,0.0554489,0.0628925,0.0863368,0.123197,0.126313,0.117359,0.0798005,0.0462714,0.0297666,0.0233528,0.0207204,0.0279504,0.0385905,0.054069,0.0547566,-7.38679e-17,0.0946848,0.130991,0.0939649,0.0429977,0.0305779,0.023326,0.0189533,0.0172949,0.0167048,0.0191005,0.0240605,0.0270095,0.0301772,0.0330208,0.040412,0.0458693,0.0577668,0.0634838,0.0628767,0.080048,0.0797403,0.0594865,0.0492342,0.0296418,0.0157742,0.0155216,0.0129143,0.0110973,0.0103652,0.013875,0.0131152,0.0113471,0.0116098,0.0151947,0.0174002,0.0163842,0.0186853,0.0231433,0.0245332,0.0212651,0.0199438,0.0203886,0.0223712,0.0272485,0.0462125,0.0628706,0.0667034,0.0659764,0.0594152,0.0497734,0.0389658,0.0304277,0.0230864,0.0196912,0.0148624,0.010694,0.0107712,0.00792777,0.00837716,0.00650444,0.00488813,0.0048806,0.00421173,0.003868,0.00391365,0.00397664,0.00377176,0.00396462,0.00476358,0.00578854,0.00562053,0.00579178,0.00709797,0.00916411,0.00956085,0.00993717,0.0092152,0.00951208,0.0080974,0.00649245,0.00627481,0.00735218,0.00915095,0.0110243,0.0122781,0.0149356,0.017917,0.0203969,0.018838,0.0162187,0.0161637,0.0189775,0.0239968,0.022001,0.0138286,0.0113698,0.0110183,0.0106785,0.0105827,0.0111722,0.0123916,0.0113239,0.00974473,0.00880627,0.00705436,0.00710099,0.00806187,0.00885369,0.00858953,0.00801638,0.00733602,0.00700978,0.00628375,0.00623133,0.00530472,0.00469314,0.00402063,0.0039375,0.00366584,0.0026947,0.00401438,0.00393995,0.00382974,0.00381604,0.0070087,0.00493686,0.00380917,0.00406257,0.0040416,0.00393077,0.00294021,0.00209672,0.00172643,0.0019994,0.0020642,0.00217472,0.00170577,0.00276133,0.00226327,0.00272817,0.0026182,0.00269688,0.00297958,0.00298671,0.00276047,0.00375052,0.00354112,0.00387461,0.00343473,0.00371116,0.00331214,0.0034456,0.00338882,0.00340681,0.00228352,-0.000222833,0.0041204,0.00361283,-0.000134117,0.00262808,0.0038348,0.00422117,0.00461855,0.00441672,0.0043074,0.00435265,0.00488238,0.00501715,0.00399069,0.00504495,0.00426101,0.00470448,0.00386275,0.00402581,0.00467952,0.00455507,0.00333161,0.00424013,0.00290761,0.00434525,0.0026235,0.00413877,0.00364653,0.00518483,0.00467411,0.00316192,0.00334373,0.00352631,0.00323447,-0.00376094,0.00352805,0.00484863,0.00384591,0.00388323,0.00389403,0.00467775,0.00335517,0.00399501,0.00514008,0.00502702,0.0033134,0.00909107,0.00588531,0.00660315,0.00665502,0.00734377,0.00675299,0.00699877,0.00628385,0.00872829,0.00779642,-1.55445e-15,0.00818734,0.00753618,0.00346206,0.0106571,0.00924103,0.0122468,0.018061,0.0230765,0.0221517,0.0279863,0.0251774,0.0250976,0.0238537,0.0247796,0.0204209,0.0224299,0.0237956,0.0194752,0.0168684,0.0161564,0.0137154}"
"V1560463260_1.ir_rc20final.cub","S31","VIMS_046TI_FIRNADMAP901",-8.9009153429723,129.11360512381,17.213883729638,26.330694497294,23.748760053123,77992.473752033,40341.494817172,19563.244534413,-66341.180490557,40714.331636818,4900.7073415947,-1228843658.5488,554274636.08858,-283778243.15182,235042100.23982,"2007-06-13 21:26:47.62","480","{0.0605141,0.0903718,0.135047,0.162248,0.12227,0.0753452,0.0590821,0.055104,0.0624931,0.0859843,0.122742,0.125848,0.116924,0.0793048,0.0460989,0.0296565,0.0232643,0.0206427,0.0278798,0.0384024,0.0537808,0.0544225,-7.35751e-17,0.0951021,0.131755,0.0939384,0.0425251,0.0301062,0.0231287,0.0189255,0.017223,0.016581,0.0189598,0.0239616,0.0270207,0.0300507,0.0330706,0.0404499,0.0458207,0.0583133,0.0643484,0.0632458,0.0812107,0.0804969,0.0595137,0.0499163,0.0321544,0.0158481,0.015245,0.0127501,0.0119043,0.0105302,0.0136045,0.0128523,0.0111907,0.0115581,0.0151321,0.017556,0.0163007,0.0184619,0.0227772,0.0244163,0.020943,0.0196222,0.0201721,0.0221387,0.0273762,0.0476513,0.0653086,0.0690166,0.068097,0.0611874,0.0509241,0.03953,0.0307643,0.0230331,0.0195846,0.0143963,0.0104928,0.0105789,0.00761451,0.00832683,0.00659047,0.00498239,0.00497261,0.00417327,0.00384502,0.00374848,0.00381576,0.00375016,0.00406725,0.00459756,0.0056219,0.00558393,0.00603015,0.00733443,0.00909532,0.00963804,0.0098667,0.00915034,0.00928685,0.00788865,0.00659617,0.0060865,0.00729892,0.00895237,0.0110886,0.0122012,0.0149747,0.0180816,0.021155,0.0191608,0.0162564,0.0163454,0.0195775,0.0249877,0.0228173,0.0137334,0.0112849,0.0109458,0.0107519,0.010505,0.0112451,0.0126143,0.0112421,0.00967843,0.00873877,0.00669655,0.00726474,0.00731699,0.00842877,0.00833966,0.00776817,0.00747392,0.00715169,0.00644678,0.00618608,0.0054627,0.00485637,0.003798,0.00350618,0.00343873,0.00185462,0.00372495,0.0041217,0.00380052,0.00356213,0.00687467,0.00490154,0.00357192,0.00381705,0.0040166,0.00390294,0.00292257,0.00252494,0.00193115,0.00153589,0.000928284,0.00238661,0.00125904,0.00273163,0.00249554,0.00245395,0.0025984,0.00318443,0.00269283,0.00324952,0.00274993,0.00314728,0.0035241,0.00383405,0.00341182,0.00338244,0.00329236,0.00310912,0.00304901,0.00338711,0.00194508,-0.000488599,0.00355834,0.00355995,-0.000625862,0.00260032,0.0038129,0.0041747,0.00381525,0.00439217,0.00387222,0.00472605,0.00443414,0.00457003,0.00397751,0.00501373,0.00381328,0.0046757,0.00383886,0.00356725,-0.000668415,0.00452001,0.00330852,0.00327236,0.00289514,0.0038326,0.00310598,0.00411174,0.00260363,0.00409587,0.00358329,0.00314006,0.00389007,0.00236588,0.00321993,-0.00103492,0.00412455,0.00478845,0.00319226,0.00320683,0.00321611,0.00536348,0.00404432,0.00398571,0.00584736,0.00648442,0.00407542,0.00903304,0.00586447,0.00738014,0.00661906,0.00732163,0.0075728,0.00783479,0.00629115,0.00786813,0.00777318,-1.55197e-15,0.00816035,0.00754561,0.00523662,0.00975323,0.00838545,0.0148049,0.0189243,0.0220932,0.023074,0.0222573,0.0291846,0.0270678,0.0270016,0.025808,0.0226265,0.0223649,0.0176166,0.0182199,0.0238563,0.0146277,0.0152759}"
